Type,Timestamp,ProcessStepName,Parameter,Ignore Tolerance,Pump To Pressure,Pump Pressure,Step Time,Pump Time,Pressure (mTorr),Position (Deg),HF Power (W),HF Reflected Power (W),Lower Magnitude (%),Lower Phase (%),DC Bias (V),CHF3 100 (sccm),Ar 100 (sccm),O2 50 (sccm),CF4 50 (sccm),SF6 100 (sccm),Temp (C),Chiller Temp (C),Endpoint State,Endpoint,Signal Smooth Time (Secs),Endpoint Closed Time (Secs),Endpoint Type,Endpoint Threshold Type,Endpoint Normalisation Time (Secs),Endpoint Normalisation (percent),Endpoint OverEtch Time(Secs),Endpoint Threshold (percent),Endpoint Capture Time (Secs),Endpoint OverEtch (percent),Etch Depth,Refractive Index,Laser Wavelength,Etch Depth[1],Etch Rate,Derivative Smooth Time (Secs),Derivative Gain,Endpoint Type[1],Wavelength 1 (%),Wavelength 2 (%),Wavelength 3 (%),Integration Time (ms),Sample Average,Boxcar Width,Process State,Elapsed Time,taskID,BatchID,LotID,recipe,UID,user
Data, 2024/06/24 19:42:22.000,Chamber Clean,Readbacks,,,7.50E-09,07:47.0,00:00.0,99.8,11.6,253,2,79.7,32,395.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,142.9309,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:23.000,Chamber Clean,Readbacks,,,7.50E-09,07:46.0,00:00.0,100.1,11.6,253,2,79.7,32,395.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,143.9609,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:24.000,Chamber Clean,Readbacks,,,7.50E-09,07:45.0,00:00.0,100,11.6,253,2,79.7,32,395.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,145.0059,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:25.000,Chamber Clean,Readbacks,,,7.50E-09,07:44.0,00:00.0,100,11.6,253,2,79.7,32,394.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,146.0199,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:26.000,Chamber Clean,Readbacks,,,7.50E-09,07:43.0,00:00.0,100,11.6,253,2,79.7,32,394.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,147.0309,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:27.000,Chamber Clean,Readbacks,,,7.50E-09,07:42.0,00:00.0,99.9,11.6,253,2,79.7,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,148.077,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:28.000,Chamber Clean,Readbacks,,,7.50E-09,07:41.0,00:00.0,100,11.6,253,2,79.7,32,395.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,149.0919,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:29.000,Chamber Clean,Readbacks,,,7.50E-09,07:40.0,00:00.0,100.2,11.7,253,2,79.6,32,394.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,150.136,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:30.000,Chamber Clean,Readbacks,,,7.50E-09,07:39.0,00:00.0,100,11.7,253,2,79.6,32,395.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,151.183,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:31.000,Chamber Clean,Readbacks,,,7.50E-09,07:38.0,00:00.0,99.9,11.6,253,2,79.6,32,395.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,152.244,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:32.000,Chamber Clean,Readbacks,,,7.50E-09,07:37.0,00:00.0,99.9,11.6,253,2,79.6,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,153.271,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:33.000,Chamber Clean,Readbacks,,,7.50E-09,07:36.0,00:00.0,100.1,11.6,253,2,79.6,32,395.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,154.285,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:34.000,Chamber Clean,Readbacks,,,7.50E-09,07:35.0,00:00.0,99.9,11.6,253,2,79.6,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,155.299,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:35.000,Chamber Clean,Readbacks,,,7.50E-09,07:34.0,00:00.0,100,11.6,253,2,79.6,32,395,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,156.329,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:36.000,Chamber Clean,Readbacks,,,7.50E-09,07:33.0,00:00.0,100.1,11.7,253,2,79.6,32,395.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,157.39,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:37.000,Chamber Clean,Readbacks,,,7.50E-09,07:32.0,00:00.0,99.9,11.7,253,2,79.6,32,395.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,158.403,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:38.000,Chamber Clean,Readbacks,,,7.50E-09,07:31.0,00:00.0,100,11.6,253,2,79.6,32,395.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,159.435,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:39.000,Chamber Clean,Readbacks,,,7.50E-09,07:30.0,00:00.0,99.9,11.7,253,2,79.6,32,395.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,160.449,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:40.000,Chamber Clean,Readbacks,,,7.50E-09,07:29.0,00:00.0,100,11.6,253,2,79.6,32,395.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,161.492,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:41.000,Chamber Clean,Readbacks,,,7.50E-09,07:28.0,00:00.0,99.9,11.6,253,2,79.7,32,395.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,162.537,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:42.000,Chamber Clean,Readbacks,,,7.50E-09,07:27.0,00:00.0,100,11.7,253,2,79.7,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,163.551,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:43.000,Chamber Clean,Readbacks,,,7.50E-09,07:26.0,00:00.0,100,11.7,253,2,79.7,32,395.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,164.581,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:44.000,Chamber Clean,Readbacks,,,7.50E-09,07:25.0,00:00.0,99.8,11.6,253,2,79.7,32,395.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,165.612,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:45.000,Chamber Clean,Readbacks,,,7.50E-09,07:24.0,00:00.0,100.1,11.6,253,2,79.7,32,395.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,166.673,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:46.000,Chamber Clean,Readbacks,,,7.50E-09,07:23.0,00:00.0,100,11.6,253,2,79.7,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,167.687,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:47.000,Chamber Clean,Readbacks,,,7.50E-09,07:22.0,00:00.0,99.9,11.6,253,2,79.7,32,395.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,168.701,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:48.000,Chamber Clean,Readbacks,,,7.50E-09,07:21.0,00:00.0,99.9,11.6,253,2,79.6,32,395.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,169.762,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:49.000,Chamber Clean,Readbacks,,,7.50E-09,07:20.0,00:00.0,100,11.6,253,2,79.6,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,170.807,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:50.000,Chamber Clean,Readbacks,,,7.50E-09,07:19.0,00:00.0,100,11.6,253,3,79.6,32,395.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,171.819,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:51.000,Chamber Clean,Readbacks,,,7.50E-09,07:18.0,00:00.0,100.2,11.6,253,2,79.6,32,395.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,172.88,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:52.000,Chamber Clean,Readbacks,,,7.50E-09,07:17.0,00:00.0,99.9,11.6,253,2,79.7,32,395.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,173.909,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:53.000,Chamber Clean,Readbacks,,,7.50E-09,07:16.0,00:00.0,99.9,11.6,253,2,79.6,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,174.939,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:54.000,Chamber Clean,Readbacks,,,7.50E-09,07:15.0,00:00.0,100,11.6,253,2,79.6,32,395.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,175.953,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:55.000,Chamber Clean,Readbacks,,,7.50E-09,07:14.0,00:00.0,100,11.6,253,2,79.7,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,176.982,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:56.000,Chamber Clean,Readbacks,,,7.50E-09,07:12.0,00:00.0,100,11.6,253,2,79.7,32,395.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,177.999,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:57.000,Chamber Clean,Readbacks,,,7.50E-09,07:11.0,00:00.0,100,11.6,253,2,79.7,32,395.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,179.01,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:58.000,Chamber Clean,Readbacks,,,7.50E-09,07:10.0,00:00.0,100,11.7,253,3,79.7,32,395.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,180.026,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:59.000,Chamber Clean,Readbacks,,,7.50E-09,07:09.0,00:00.0,100.1,11.6,253,3,79.6,32,395.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,181.054,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:00.000,Chamber Clean,Readbacks,,,7.50E-09,07:08.0,00:00.0,100,11.6,253,2,79.6,32,395.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,182.084,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:01.000,Chamber Clean,Readbacks,,,7.50E-09,07:07.0,00:00.0,100.1,11.6,253,3,79.6,32,395.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,183.098,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:02.000,Chamber Clean,Readbacks,,,7.50E-09,07:06.0,00:00.0,100,11.6,253,2,79.6,32,396,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,184.13,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:03.000,Chamber Clean,Readbacks,,,7.50E-09,07:05.0,00:00.0,100,11.6,253,3,79.6,32,395.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,185.142,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:04.000,Chamber Clean,Readbacks,,,7.50E-09,07:04.0,00:00.0,99.9,11.6,253,3,79.7,32,396.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,186.155,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:05.000,Chamber Clean,Readbacks,,,7.50E-09,07:03.0,00:00.0,100,11.6,253,3,79.7,32,396.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,187.187,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:06.000,Chamber Clean,Readbacks,,,7.50E-09,07:02.0,00:00.0,99.9,11.6,253,3,79.7,32,396.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,188.202,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:07.000,Chamber Clean,Readbacks,,,7.50E-09,07:01.0,00:00.0,100,11.6,253,2,79.8,32,396.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,189.231,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:08.000,Chamber Clean,Readbacks,,,7.50E-09,07:00.0,00:00.0,100.1,11.6,253,2,79.9,32,396.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,190.245,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:09.000,Chamber Clean,Readbacks,,,7.50E-09,06:59.0,00:00.0,99.9,11.6,253,2,79.9,32,396,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,191.272,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:10.000,Chamber Clean,Readbacks,,,7.50E-09,06:58.0,00:00.0,100,11.6,253,2,79.9,32,396.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,192.301,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:11.000,Chamber Clean,Readbacks,,,7.50E-09,06:57.0,00:00.0,100,11.6,253,2,79.9,32,395.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,193.316,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:12.000,Chamber Clean,Readbacks,,,7.50E-09,06:56.0,00:00.0,100,11.7,253,2,79.9,32,396.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,194.363,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:13.000,Chamber Clean,Readbacks,,,7.50E-09,06:55.0,00:00.0,99.9,11.7,253,2,79.9,32,395.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,195.408,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:14.000,Chamber Clean,Readbacks,,,7.50E-09,06:54.0,00:00.0,99.8,11.6,253,2,79.9,32,396.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,196.436,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:15.000,Chamber Clean,Readbacks,,,7.50E-09,06:53.0,00:00.0,99.9,11.6,253,2,79.9,32,396.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,197.465,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:16.000,Chamber Clean,Readbacks,,,7.50E-09,06:52.0,00:00.0,99.9,11.6,252,2,79.9,31.9,396.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,198.495,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:17.000,Chamber Clean,Readbacks,,,7.50E-09,06:51.0,00:00.0,100.1,11.6,253,2,79.9,31.9,396.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,199.509,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:18.000,Chamber Clean,Readbacks,,,7.50E-09,06:50.0,00:00.0,100,11.6,253,2,79.8,31.9,396.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,200.571,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:19.000,Chamber Clean,Readbacks,,,7.50E-09,06:49.0,00:00.0,100,11.6,253,2,79.8,31.9,396.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,201.583,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:20.000,Chamber Clean,Readbacks,,,7.50E-09,06:48.0,00:00.0,100.1,11.6,253,2,79.8,31.9,396.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,202.629,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:21.000,Chamber Clean,Readbacks,,,7.50E-09,06:47.0,00:00.0,100,11.6,253,2,79.8,31.9,396.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,203.691,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:22.000,Chamber Clean,Readbacks,,,7.50E-09,06:46.0,00:00.0,100.1,11.5,253,2,79.8,31.9,396.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,204.703,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:23.000,Chamber Clean,Readbacks,,,7.50E-09,06:45.0,00:00.0,100.3,11.7,253,2,79.8,31.9,396.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,205.749,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:24.000,Chamber Clean,Readbacks,,,7.50E-09,06:44.0,00:00.0,100,11.7,253,2,79.8,31.9,396.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,206.78,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:25.000,Chamber Clean,Readbacks,,,7.50E-09,06:43.0,00:00.0,99.9,11.7,253,2,79.8,31.9,396.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,207.795,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:26.000,Chamber Clean,Readbacks,,,7.50E-09,06:42.0,00:00.0,99.9,11.6,253,2,79.8,31.9,396.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,208.8091,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:27.000,Chamber Clean,Readbacks,,,7.50E-09,06:40.0,00:00.0,100.2,11.6,253,2,79.8,31.9,396.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,209.8701,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:28.000,Chamber Clean,Readbacks,,,7.50E-09,06:40.0,00:00.0,100.1,11.6,253,2,79.8,31.9,396.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,210.8811,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:29.000,Chamber Clean,Readbacks,,,7.50E-09,06:39.0,00:00.0,99.9,11.6,253,2,79.7,31.9,396.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,211.9131,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:30.000,Chamber Clean,Readbacks,,,7.50E-09,06:37.0,00:00.0,99.9,11.6,253,2,79.8,31.9,396.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,212.9561,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:31.000,Chamber Clean,Readbacks,,,7.50E-09,06:36.0,00:00.0,100,11.6,252,2,79.7,31.9,396.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,213.9851,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:32.000,Chamber Clean,Readbacks,,,7.50E-09,06:35.0,00:00.0,99.9,11.6,253,2,79.7,31.9,396.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,215.0151,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:33.000,Chamber Clean,Readbacks,,,7.50E-09,06:34.0,00:00.0,100,11.6,253,2,79.7,31.9,396.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,216.0281,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:34.000,Chamber Clean,Readbacks,,,7.50E-09,06:33.0,00:00.0,99.9,11.6,253,2,79.7,31.9,396.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,217.0591,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:35.000,Chamber Clean,Readbacks,,,7.50E-09,06:32.0,00:00.0,99.9,11.6,253,2,79.7,31.9,396.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,218.0901,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:43:36.000,Chamber Clean,Readbacks,,,7.50E-09,06:31.0,00:00.0,99.9,11.6,253,2,79.7,31.9,396.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,219.1331,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
