Type,Timestamp,ProcessStepName,Parameter,Ignore Tolerance,Pump To Pressure,Pump Pressure,Step Time,Pump Time,Pressure (mTorr),Position (Deg),HF Power (W),HF Reflected Power (W),Lower Magnitude (%),Lower Phase (%),DC Bias (V),CHF3 100 (sccm),Ar 100 (sccm),O2 50 (sccm),CF4 50 (sccm),SF6 100 (sccm),Temp (C),Chiller Temp (C),Endpoint State,Endpoint,Signal Smooth Time (Secs),Endpoint Closed Time (Secs),Endpoint Type,Endpoint Threshold Type,Endpoint Normalisation Time (Secs),Endpoint Normalisation (percent),Endpoint OverEtch Time(Secs),Endpoint Threshold (percent),Endpoint Capture Time (Secs),Endpoint OverEtch (percent),Etch Depth,Refractive Index,Laser Wavelength,Etch Depth[1],Etch Rate,Derivative Smooth Time (Secs),Derivative Gain,Endpoint Type[1],Wavelength 1 (%),Wavelength 2 (%),Wavelength 3 (%),Integration Time (ms),Sample Average,Boxcar Width,Process State,Elapsed Time,taskID,BatchID,LotID,recipe,UID,user
Data, 2024/06/24 19:41:07.000,Chamber Clean,Readbacks,,,7.50E-09,09:05.0,00:00.0,100,11.6,253,2,79.6,32,393.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,65.44501,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:08.000,Chamber Clean,Readbacks,,,7.50E-09,09:04.0,00:00.0,100,11.6,253,2,79.6,32,393.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,66.47701,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:09.000,Chamber Clean,Readbacks,,,7.50E-09,09:03.0,00:00.0,99.9,11.6,253,2,79.6,32,393.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,67.505,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:10.000,Chamber Clean,Readbacks,,,7.50E-09,09:02.0,00:00.0,100,11.6,253,2,79.6,32,393.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,68.534,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:11.000,Chamber Clean,Readbacks,,,7.50E-09,09:01.0,00:00.0,100,11.6,253,2,79.6,32,393.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,69.565,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:12.000,Chamber Clean,Readbacks,,,7.50E-09,09:00.0,00:00.0,100,11.6,253,2,79.6,32,393.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,70.593,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:13.000,Chamber Clean,Readbacks,,,7.50E-09,08:59.0,00:00.0,99.9,11.6,253,3,79.6,32,393.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,71.607,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:14.000,Chamber Clean,Readbacks,,,7.50E-09,08:58.0,00:00.0,100,11.6,253,3,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,72.636,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:15.000,Chamber Clean,Readbacks,,,7.50E-09,08:57.0,00:00.0,99.9,11.6,253,3,79.6,32,393.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,73.69901,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:16.000,Chamber Clean,Readbacks,,,7.50E-09,08:56.0,00:00.0,100,11.6,253,2,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,74.71201,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:17.000,Chamber Clean,Readbacks,,,7.50E-09,08:55.0,00:00.0,100.1,11.6,253,2,79.6,32,393.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,75.774,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:18.000,Chamber Clean,Readbacks,,,7.50E-09,08:54.0,00:00.0,100,11.6,253,2,79.7,32,393.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,76.819,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:19.000,Chamber Clean,Readbacks,,,7.50E-09,08:53.0,00:00.0,99.7,11.5,253,2,79.7,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,77.832,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:20.000,Chamber Clean,Readbacks,,,7.50E-09,08:51.0,00:00.0,99.9,11.6,253,2,79.7,32,394,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,78.892,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:21.000,Chamber Clean,Readbacks,,,7.50E-09,08:50.0,00:00.0,100.3,11.6,253,2,79.7,32,393.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,79.921,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:22.000,Chamber Clean,Readbacks,,,7.50E-09,08:49.0,00:00.0,100,11.6,253,2,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,80.984,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:23.000,Chamber Clean,Readbacks,,,7.50E-09,08:48.0,00:00.0,100,11.6,253,2,79.6,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,81.996,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:24.000,Chamber Clean,Readbacks,,,7.50E-09,08:47.0,00:00.0,99.9,11.6,253,2,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,83.029,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:25.000,Chamber Clean,Readbacks,,,7.50E-09,08:46.0,00:00.0,100,11.6,253,2,79.6,32,393.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,84.055,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:26.000,Chamber Clean,Readbacks,,,7.50E-09,08:45.0,00:00.0,100,11.6,253,2,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,85.085,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:27.000,Chamber Clean,Readbacks,,,7.50E-09,08:44.0,00:00.0,100.1,11.6,253,2,79.6,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,86.146,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:28.000,Chamber Clean,Readbacks,,,7.50E-09,08:43.0,00:00.0,100.1,11.6,253,2,79.6,32,393.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,87.16,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:29.000,Chamber Clean,Readbacks,,,7.50E-09,08:42.0,00:00.0,100,11.6,253,2,79.6,32,394.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,88.174,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:30.000,Chamber Clean,Readbacks,,,7.50E-09,08:41.0,00:00.0,100,11.6,253,2,79.6,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,89.20599,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:31.000,Chamber Clean,Readbacks,,,7.50E-09,08:40.0,00:00.0,99.9,11.6,253,2,79.6,32,393.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,90.23599,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:32.000,Chamber Clean,Readbacks,,,7.50E-09,08:39.0,00:00.0,100,11.6,253,2,79.5,32,394.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,91.24699,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:33.000,Chamber Clean,Readbacks,,,7.50E-09,08:38.0,00:00.0,100,11.6,253,2,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,92.26199,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:34.000,Chamber Clean,Readbacks,,,7.50E-09,08:37.0,00:00.0,99.9,11.6,253,2,79.6,32,394.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,93.28999,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:35.000,Chamber Clean,Readbacks,,,7.50E-09,08:36.0,00:00.0,100.1,11.6,253,2,79.6,32,394.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,94.30399,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:36.000,Chamber Clean,Readbacks,,,7.50E-09,08:35.0,00:00.0,99.8,11.6,253,2,79.6,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,95.32099,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:37.000,Chamber Clean,Readbacks,,,7.50E-09,08:34.0,00:00.0,100,11.6,253,2,79.6,32,394.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,96.34799,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:38.000,Chamber Clean,Readbacks,,,7.50E-09,08:33.0,00:00.0,99.9,11.6,253,2,79.6,32,393.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,97.39599,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:39.000,Chamber Clean,Readbacks,,,7.50E-09,08:32.0,00:00.0,100,11.6,253,2,79.6,32,394.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,98.42299,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:40.000,Chamber Clean,Readbacks,,,7.50E-09,08:31.0,00:00.0,100,11.6,253,2,79.6,32,394.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,99.46999,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:41.000,Chamber Clean,Readbacks,,,7.50E-09,08:30.0,00:00.0,100.1,11.6,253,2,79.6,32,394,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,100.516,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:42.000,Chamber Clean,Readbacks,,,7.50E-09,08:29.0,00:00.0,99.9,11.6,253,2,79.6,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,101.527,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:43.000,Chamber Clean,Readbacks,,,7.50E-09,08:28.0,00:00.0,100.1,11.6,253,2,79.6,32,394.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,102.541,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:44.000,Chamber Clean,Readbacks,,,7.50E-09,08:27.0,00:00.0,100.2,11.6,253,2,79.6,32,394.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,103.586,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:45.000,Chamber Clean,Readbacks,,,7.50E-09,08:26.0,00:00.0,99.4,11.4,253,2,79.6,32,394.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,104.632,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:46.000,Chamber Clean,Readbacks,,,7.50E-09,08:25.0,00:00.0,100.3,11.8,253,2,79.6,32,394.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,105.678,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:47.000,Chamber Clean,Readbacks,,,7.50E-09,08:24.0,00:00.0,99.8,11.7,253,2,79.6,32,394.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,106.691,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:48.000,Chamber Clean,Readbacks,,,7.50E-09,08:23.0,00:00.0,99.8,11.7,253,2,79.6,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,107.72,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:49.000,Chamber Clean,Readbacks,,,7.50E-09,08:22.0,00:00.0,99.9,11.6,253,3,79.6,32,394.4,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,108.768,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:50.000,Chamber Clean,Readbacks,,,7.50E-09,08:21.0,00:00.0,100.1,11.6,253,2,79.6,32,394.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,109.828,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:51.000,Chamber Clean,Readbacks,,,7.50E-09,08:20.0,00:00.0,100.1,11.6,253,2,79.7,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,110.856,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:52.000,Chamber Clean,Readbacks,,,7.50E-09,08:19.0,00:00.0,100,11.6,253,2,79.7,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,111.886,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:53.000,Chamber Clean,Readbacks,,,7.50E-09,08:17.0,00:00.0,100,11.6,253,2,79.7,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,112.915,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:54.000,Chamber Clean,Readbacks,,,7.50E-09,08:16.0,00:00.0,100,11.6,253,2,79.7,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,113.962,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:55.000,Chamber Clean,Readbacks,,,7.50E-09,08:15.0,00:00.0,100.1,11.7,253,2,79.7,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,114.989,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:56.000,Chamber Clean,Readbacks,,,7.50E-09,08:14.0,00:00.0,100,11.7,253,2,79.6,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,116.019,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:57.000,Chamber Clean,Readbacks,,,7.50E-09,08:13.0,00:00.0,99.8,11.6,253,2,79.6,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,117.033,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:58.000,Chamber Clean,Readbacks,,,7.50E-09,08:12.0,00:00.0,100,11.6,253,2,79.6,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,118.066,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:41:59.000,Chamber Clean,Readbacks,,,7.50E-09,08:11.0,00:00.0,100.1,11.6,253,2,79.6,32,394.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,119.124,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:00.000,Chamber Clean,Readbacks,,,7.50E-09,08:10.0,00:00.0,100,11.6,253,2,79.6,32,394.3,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,120.169,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:01.000,Chamber Clean,Readbacks,,,7.50E-09,08:09.0,00:00.0,100,11.6,253,2,79.6,32,394.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,121.217,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:02.000,Chamber Clean,Readbacks,,,7.50E-09,08:08.0,00:00.0,100,11.6,253,2,79.5,32,395,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,122.23,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:03.000,Chamber Clean,Readbacks,,,7.50E-09,08:07.0,00:00.0,100.2,11.7,253,2,79.6,32,394.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,123.242,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:04.000,Chamber Clean,Readbacks,,,7.50E-09,08:06.0,00:00.0,99.9,11.6,253,3,79.6,32,394.5,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,124.256,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:05.000,Chamber Clean,Readbacks,,,7.50E-09,08:05.0,00:00.0,99.9,11.6,253,2,79.6,32,394.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,125.301,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:06.000,Chamber Clean,Readbacks,,,7.50E-09,08:04.0,00:00.0,100.1,11.6,253,2,79.6,32,394.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,126.348,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:07.000,Chamber Clean,Readbacks,,,7.50E-09,08:03.0,00:00.0,100,11.6,253,2,79.6,32,394.6,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,127.376,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:08.000,Chamber Clean,Readbacks,,,7.50E-09,08:02.0,00:00.0,100.1,11.6,253,2,79.6,32,394.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,128.424,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:09.000,Chamber Clean,Readbacks,,,7.50E-09,08:01.0,00:00.0,100.1,11.4,253,2,79.6,32,394.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,129.4689,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:10.000,Chamber Clean,Readbacks,,,7.50E-09,08:00.0,00:00.0,100,11.7,253,2,79.7,32,394.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,130.4959,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:11.000,Chamber Clean,Readbacks,,,7.50E-09,07:59.0,00:00.0,100,11.6,253,2,79.7,32,395,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,131.5409,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:12.000,Chamber Clean,Readbacks,,,7.50E-09,07:58.0,00:00.0,100.1,11.6,253,2,79.7,32,395.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,132.5859,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:13.000,Chamber Clean,Readbacks,,,7.50E-09,07:57.0,00:00.0,100,11.6,253,2,79.7,32,394.9,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,133.6159,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:14.000,Chamber Clean,Readbacks,,,7.50E-09,07:56.0,00:00.0,100.1,11.6,253,2,79.8,32,394.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,134.6289,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:15.000,Chamber Clean,Readbacks,,,7.50E-09,07:55.0,00:00.0,100.1,11.6,253,2,79.8,32,395,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,135.6769,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:16.000,Chamber Clean,Readbacks,,,7.50E-09,07:54.0,00:00.0,100.1,11.6,253,2,79.8,32,394.7,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,136.7039,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:17.000,Chamber Clean,Readbacks,,,7.50E-09,07:53.0,00:00.0,100,11.6,253,2,79.8,32,395.1,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,137.7339,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:18.000,Chamber Clean,Readbacks,,,7.50E-09,07:52.0,00:00.0,99.9,11.6,253,2,79.8,32,394.8,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,138.7949,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:19.000,Chamber Clean,Readbacks,,,7.50E-09,07:51.0,00:00.0,100.1,11.6,253,2,79.8,32,395,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,139.8399,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:20.000,Chamber Clean,Readbacks,,,7.50E-09,07:50.0,00:00.0,100,11.6,253,2,79.8,32,395.2,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,140.8699,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
Data, 2024/06/24 19:42:21.000,Chamber Clean,Readbacks,,,7.50E-09,07:48.0,00:00.0,100,11.6,253,2,79.7,32,395,0,0,50,0,0,,20,OFF,3.2,,,,,,,,,,,,,,off,off,,,,99,99,99,,,,Process started  all tolerances OK,141.8989,,<No Wafer>,<No Wafer>,OPT - Chamber Clean - edited,,View Only
